年齡,工作,婚姻,學歷,連絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
26.0,企業家,已婚,專科,市話,744.0,10,82.940,20.4,頻繁
35.0,服務業,離婚,專科,市話,37.0,10,68.237,11.3,頻繁
47.0,技術員,未知,大學,手機,82.0,11,88.510,7.2,頻繁
56.0,經理,離婚,國中,手機,555.0,7,78.091,16.4,頻繁
21.0,家管,已婚,專科,市話,227.0,3,72.308,24.4,從未
46.0,經理,已婚,大學,市話,131.0,3,73.446,-0.6,偶爾
61.0,服務業,離婚,高中,手機,184.0,5,83.621,-33.4,一次
38.0,無業,未知,國中,市話,480.0,1,94.000,-27.8,偶爾
47.0,主管,離婚,博士,手機,121.0,4,73.670,-9.4,一次
49.0,自僱人士,離婚,高中,市話,895.0,2,99.612,-21.1,頻繁
44.0,服務業,單身,專科,手機,456.0,1,88.296,23.6,從未
58.0,經理,單身,高中,市話,149.0,7,86.514,-21.8,偶爾
25.0,藍領,離婚,博士,市話,115.0,5,69.963,36.2,一次
34.0,無業,離婚,小學,手機,713.0,6,79.785,15.2,從未
39.0,企業家,已婚,高職,手機,139.0,6,93.853,43.7,從未
30.0,主管,已婚,高中,市話,958.0,9,88.995,16.8,頻繁
39.0,無業,未知,博士,手機,617.0,5,93.968,-17.5,偶爾
20.0,退休,已婚,專科,市話,872.0,10,87.494,26.0,偶爾
67.0,退休,離婚,高中,市話,211.0,3,91.330,-33.1,偶爾
45.0,自僱人士,已婚,國中,手機,214.0,4,97.028,19.6,偶爾
48.0,自僱人士,單身,高中,市話,655.0,3,62.967,-11.7,一次
63.0,經理,離婚,國中,市話,65.0,7,70.191,16.8,頻繁
37.0,自僱人士,已婚,專科,手機,523.0,4,88.345,-40.8,從未
27.0,無業,離婚,國中,手機,711.0,8,66.103,46.3,偶爾
59.0,學生,已婚,專科,手機,806.0,10,85.881,-14.1,從未
20.0,主管,單身,博士,市話,951.0,10,82.915,17.8,從未
62.0,藍領,單身,國中,市話,116.0,10,88.387,9.6,偶爾
36.0,無業,單身,專科,市話,473.0,12,77.986,-11.2,從未
66.0,未知,單身,國中,手機,143.0,11,90.506,-32.6,頻繁
40.0,技術員,已婚,國中,手機,845.0,4,97.281,0.8,從未
42.0,企業家,未知,大學,手機,203.0,3,77.055,-8.8,從未
21.0,自僱人士,已婚,博士,市話,915.0,3,74.845,12.0,偶爾
20.0,家管,單身,專科,手機,929.0,1,77.610,-20.5,頻繁
66.0,未知,離婚,博士,市話,89.0,7,86.570,-7.6,頻繁
47.0,技術員,未知,高中,市話,552.0,12,94.505,8.4,從未
58.0,退休,未知,專科,手機,307.0,1,66.428,-10.3,頻繁
25.0,家管,單身,大學,手機,767.0,2,88.966,5.2,偶爾
47.0,主管,單身,大學,市話,836.0,4,84.605,-15.4,頻繁
39.0,服務業,離婚,國中,市話,363.0,11,89.350,23.0,頻繁
42.0,藍領,單身,小學,市話,178.0,10,93.172,34.5,一次
22.0,無業,已婚,國中,手機,270.0,6,78.019,-47.5,一次
45.0,技術員,未知,大學,市話,545.0,3,84.267,-41.4,從未
67.0,服務業,已婚,國中,手機,156.0,10,86.463,-17.6,從未
57.0,企業家,未知,專科,手機,99.0,6,76.888,45.9,一次
28.0,藍領,已婚,高職,手機,747.0,2,94.736,21.6,頻繁
52.0,經理,單身,國中,手機,706.0,6,60.912,5.1,從未
36.0,主管,離婚,高中,市話,999.0,5,99.635,-24.5,頻繁
62.0,未知,已婚,高中,手機,903.0,10,90.717,23.3,頻繁
25.0,自僱人士,單身,專科,手機,88.0,4,60.273,-5.1,偶爾
55.0,經理,已婚,高中,手機,129.0,12,76.614,22.0,從未
61.0,企業家,未知,專科,市話,569.0,10,99.738,7.6,偶爾
50.0,退休,未知,國中,手機,462.0,2,91.330,-1.8,從未
52.0,經理,離婚,國中,手機,358.0,9,72.468,-22.0,頻繁
45.0,服務業,離婚,高職,市話,58.0,7,63.096,14.4,偶爾
57.0,自僱人士,已婚,專科,市話,84.0,7,90.050,12.7,一次
31.0,企業家,未知,高職,手機,513.0,10,98.896,40.2,從未
26.0,主管,離婚,高職,手機,861.0,5,89.753,21.0,一次
33.0,自僱人士,未知,高職,市話,654.0,10,94.324,7.8,偶爾
65.0,無業,未知,博士,手機,185.0,10,62.598,24.0,一次
50.0,主管,未知,國中,市話,789.0,4,64.129,-14.1,從未
66.0,無業,已婚,大學,手機,866.0,12,68.937,-32.0,一次
55.0,主管,離婚,高職,手機,450.0,12,64.220,2.8,從未
68.0,未知,離婚,小學,手機,979.0,3,72.870,-20.1,一次
27.0,服務業,離婚,專科,手機,450.0,3,66.748,16.0,從未
34.0,技術員,離婚,高職,市話,451.0,1,61.410,14.0,偶爾
23.0,服務業,已婚,國中,手機,433.0,8,80.554,-26.9,從未
68.0,自僱人士,已婚,專科,手機,268.0,8,74.971,-24.9,頻繁
21.0,退休,未知,小學,市話,790.0,6,86.003,-16.0,偶爾
45.0,未知,已婚,高職,市話,201.0,9,82.672,-4.3,偶爾
59.0,家管,已婚,專科,手機,942.0,1,93.023,4.2,從未
33.0,主管,離婚,博士,手機,600.0,10,65.264,-43.5,一次
39.0,自僱人士,離婚,高職,市話,480.0,4,91.428,-41.7,偶爾
23.0,家管,已婚,小學,手機,53.0,7,81.703,8.7,偶爾
69.0,主管,已婚,高職,手機,606.0,9,91.688,25.1,頻繁
23.0,經理,未知,高職,市話,936.0,8,89.770,25.8,頻繁
35.0,學生,未知,國中,市話,72.0,4,60.793,-3.7,從未
42.0,未知,離婚,大學,手機,183.0,9,89.503,21.2,從未
21.0,自僱人士,單身,博士,手機,422.0,11,81.326,-36.4,頻繁
20.0,技術員,離婚,博士,手機,660.0,1,99.089,32.2,從未
53.0,主管,已婚,小學,手機,920.0,6,62.255,11.3,偶爾
55.0,主管,未知,高中,手機,535.0,11,60.299,49.4,一次
43.0,自僱人士,未知,高中,市話,476.0,9,77.965,-10.6,從未
48.0,主管,單身,高職,市話,85.0,12,84.309,30.8,從未
40.0,學生,已婚,大學,手機,895.0,4,99.004,28.4,從未
64.0,服務業,已婚,高中,手機,196.0,12,74.188,-27.3,偶爾
53.0,自僱人士,離婚,博士,市話,623.0,12,65.733,-27.8,從未
47.0,退休,單身,國中,手機,278.0,4,78.356,39.9,一次
20.0,技術員,離婚,高中,手機,388.0,1,87.226,-46.8,偶爾
60.0,未知,未知,高職,市話,460.0,3,86.665,-11.3,一次
51.0,經理,離婚,大學,手機,381.0,6,75.357,-5.9,從未
47.0,藍領,單身,高中,市話,686.0,10,99.482,46.4,頻繁
53.0,學生,已婚,專科,市話,831.0,4,82.018,-12.0,偶爾
61.0,家管,已婚,博士,手機,456.0,11,88.270,-45.5,偶爾
51.0,主管,未知,高中,手機,71.0,1,60.040,0.0,頻繁
48.0,自僱人士,未知,高職,市話,49.0,5,67.026,3.3,偶爾
57.0,學生,單身,小學,市話,465.0,1,80.898,43.9,頻繁
38.0,服務業,未知,高中,手機,419.0,4,96.731,16.2,從未
31.0,學生,已婚,博士,手機,488.0,3,90.109,-35.4,頻繁
59.0,企業家,未知,高職,市話,816.0,12,94.350,9.0,從未
59.0,退休,已婚,國中,手機,551.0,9,60.875,-12.0,一次
39.0,經理,已婚,小學,手機,76.0,9,84.324,0.3,頻繁
24.0,服務業,未知,國中,手機,779.0,4,84.755,-19.5,從未
38.0,技術員,單身,大學,手機,827.0,5,79.803,-17.9,從未
36.0,經理,未知,大學,市話,428.0,1,62.548,-42.1,一次
57.0,技術員,已婚,高中,市話,965.0,5,64.759,32.4,從未
59.0,無業,離婚,高中,手機,840.0,4,87.338,44.1,一次
39.0,企業家,離婚,國中,市話,772.0,1,93.798,25.1,從未
50.0,家管,單身,大學,手機,241.0,6,83.533,-49.4,偶爾
22.0,主管,未知,高中,手機,808.0,5,86.754,-48.8,偶爾
51.0,主管,已婚,國中,市話,806.0,10,90.136,28.9,一次
68.0,自僱人士,離婚,大學,市話,385.0,2,98.573,24.0,從未
37.0,主管,已婚,國中,市話,791.0,7,83.509,-34.9,頻繁
32.0,家管,已婚,大學,手機,266.0,4,85.598,5.4,頻繁
65.0,無業,已婚,高中,手機,326.0,6,65.113,-15.4,一次
66.0,學生,單身,高中,手機,145.0,6,76.919,42.6,頻繁
58.0,自僱人士,單身,博士,市話,554.0,11,94.514,35.5,偶爾
21.0,家管,未知,高職,手機,198.0,8,69.282,-41.3,從未
54.0,企業家,已婚,大學,手機,861.0,11,79.153,-2.7,從未
36.0,經理,已婚,國中,市話,114.0,5,87.146,-45.1,從未
45.0,技術員,單身,大學,市話,313.0,11,72.605,44.0,頻繁
27.0,學生,已婚,小學,手機,792.0,10,82.461,-23.0,頻繁
43.0,家管,離婚,博士,手機,400.0,5,85.405,-25.4,從未
36.0,藍領,已婚,國中,手機,114.0,11,63.778,0.8,從未
52.0,經理,未知,高中,市話,711.0,7,80.845,42.1,從未
42.0,家管,單身,小學,手機,228.0,10,79.302,40.7,偶爾
48.0,企業家,未知,高中,市話,507.0,5,66.781,-1.9,偶爾
67.0,無業,單身,專科,市話,896.0,10,66.953,-31.7,從未
38.0,自僱人士,未知,高職,手機,762.0,1,98.567,41.4,頻繁
54.0,家管,已婚,小學,手機,291.0,9,85.392,6.3,從未
29.0,家管,離婚,小學,手機,938.0,1,63.319,-3.5,一次
30.0,學生,離婚,大學,手機,968.0,3,68.212,-21.7,偶爾
23.0,企業家,單身,專科,手機,349.0,4,88.189,-41.0,偶爾
22.0,家管,離婚,國中,手機,967.0,3,79.250,41.0,偶爾
28.0,藍領,未知,高中,市話,886.0,10,82.030,49.9,偶爾
40.0,服務業,已婚,高職,手機,826.0,4,86.366,-6.1,頻繁
26.0,自僱人士,單身,大學,市話,694.0,8,78.365,11.6,頻繁
23.0,技術員,單身,高中,手機,384.0,1,75.566,-34.5,頻繁
58.0,服務業,未知,博士,市話,414.0,8,86.025,31.4,從未
27.0,藍領,單身,高中,手機,810.0,9,74.326,-14.6,偶爾
42.0,自僱人士,單身,小學,手機,183.0,5,61.088,-39.9,頻繁
49.0,自僱人士,離婚,大學,手機,899.0,6,65.138,-28.1,頻繁
34.0,家管,未知,國中,手機,791.0,7,69.119,26.9,頻繁
20.0,服務業,未知,高中,手機,857.0,9,86.285,-44.4,從未
61.0,家管,單身,小學,市話,851.0,8,90.335,-0.8,頻繁
50.0,主管,已婚,國中,手機,692.0,12,80.606,27.8,一次
58.0,未知,未知,大學,手機,58.0,5,82.777,-46.0,頻繁
28.0,企業家,已婚,國中,手機,649.0,2,84.341,-28.6,一次
53.0,企業家,未知,大學,手機,727.0,4,71.212,-30.2,從未
33.0,主管,未知,專科,手機,393.0,7,72.416,38.1,頻繁
29.0,企業家,已婚,大學,市話,551.0,8,74.195,15.8,一次
41.0,經理,離婚,小學,市話,168.0,1,74.655,-47.4,頻繁
49.0,學生,單身,高中,手機,967.0,12,61.023,-49.5,偶爾
46.0,未知,未知,專科,手機,526.0,1,96.035,11.3,頻繁
55.0,無業,未知,小學,手機,137.0,1,77.436,-15.4,一次
53.0,技術員,已婚,博士,手機,762.0,3,95.441,42.5,從未
64.0,藍領,離婚,高職,市話,503.0,11,67.526,48.0,從未
54.0,經理,單身,小學,手機,105.0,6,89.324,-27.3,頻繁
52.0,家管,未知,高職,市話,67.0,1,74.013,11.1,一次
68.0,經理,已婚,小學,手機,575.0,4,72.568,19.0,偶爾
25.0,企業家,已婚,專科,市話,304.0,5,84.654,-35.3,從未
23.0,退休,未知,高職,市話,96.0,2,98.049,-31.4,從未
20.0,主管,離婚,博士,市話,292.0,7,64.906,-9.0,從未
23.0,服務業,單身,國中,手機,876.0,7,73.292,10.9,頻繁
54.0,經理,已婚,大學,手機,350.0,12,92.277,-32.4,頻繁
35.0,技術員,離婚,國中,手機,74.0,9,67.872,34.8,一次
55.0,學生,未知,博士,手機,75.0,10,92.978,3.9,偶爾
53.0,經理,未知,高中,手機,301.0,6,64.600,49.1,從未
21.0,技術員,離婚,高中,市話,813.0,11,84.116,22.2,偶爾
20.0,未知,未知,專科,市話,223.0,11,62.760,36.6,頻繁
25.0,未知,已婚,高職,市話,401.0,11,82.877,-41.2,頻繁
36.0,退休,已婚,大學,手機,318.0,12,79.872,21.3,頻繁
48.0,企業家,未知,小學,市話,56.0,7,76.713,-17.1,一次
33.0,無業,單身,高職,手機,615.0,1,72.625,45.8,偶爾
64.0,經理,離婚,高職,手機,319.0,3,64.945,42.9,一次
60.0,技術員,離婚,高中,手機,829.0,12,76.059,-7.5,偶爾
30.0,學生,已婚,高中,手機,248.0,3,92.389,50.0,從未
46.0,未知,離婚,大學,手機,832.0,3,77.056,-14.1,偶爾
45.0,學生,未知,大學,市話,661.0,5,60.301,-29.2,一次
21.0,自僱人士,離婚,高中,手機,415.0,9,83.283,24.6,頻繁
58.0,主管,單身,大學,手機,303.0,12,60.438,14.5,一次
31.0,家管,已婚,大學,手機,493.0,12,97.434,-32.1,偶爾
58.0,經理,已婚,博士,手機,299.0,3,66.210,-24.6,一次
35.0,未知,已婚,高職,手機,812.0,11,69.766,-44.6,偶爾
32.0,藍領,未知,高中,市話,100.0,12,83.302,12.1,一次
29.0,退休,未知,大學,手機,671.0,8,76.240,34.2,頻繁
54.0,家管,已婚,博士,手機,796.0,7,73.981,-34.9,偶爾
43.0,主管,單身,高中,市話,854.0,9,67.186,-4.4,偶爾
53.0,自僱人士,離婚,國中,市話,556.0,10,88.306,-2.6,偶爾
42.0,退休,未知,高中,市話,816.0,9,90.278,-49.6,偶爾
57.0,經理,未知,高職,手機,658.0,8,76.066,-5.2,一次
60.0,退休,單身,博士,手機,246.0,7,85.067,-35.3,一次
24.0,未知,單身,高中,市話,498.0,5,90.538,34.5,從未
44.0,無業,單身,高中,手機,945.0,2,73.613,13.3,偶爾
35.0,經理,離婚,高職,市話,519.0,3,94.705,-37.0,偶爾
31.0,經理,單身,小學,手機,633.0,6,67.532,14.2,偶爾
36.0,未知,離婚,博士,手機,498.0,8,88.762,-32.5,偶爾
27.0,服務業,未知,博士,手機,824.0,5,96.368,-4.8,一次
56.0,企業家,已婚,大學,市話,599.0,3,71.355,-46.4,一次
65.0,技術員,已婚,大學,手機,156.0,11,91.693,-21.3,從未
34.0,家管,已婚,高中,手機,557.0,6,83.792,2.8,頻繁
25.0,主管,離婚,國中,市話,144.0,6,77.145,3.7,從未
66.0,學生,已婚,高職,市話,652.0,7,74.318,-14.9,偶爾
20.0,學生,未知,小學,市話,697.0,6,94.232,-42.6,頻繁
25.0,主管,未知,小學,手機,53.0,7,87.540,-15.1,頻繁
38.0,經理,離婚,高職,手機,390.0,4,79.673,21.1,偶爾
25.0,經理,離婚,高職,手機,678.0,8,71.409,18.1,頻繁
53.0,主管,單身,博士,手機,928.0,5,81.150,-48.6,偶爾
63.0,企業家,離婚,國中,手機,347.0,1,80.986,-7.6,偶爾
66.0,企業家,離婚,大學,手機,887.0,5,98.389,-22.7,一次
30.0,服務業,單身,國中,手機,667.0,3,75.132,-2.6,頻繁
56.0,主管,離婚,國中,市話,761.0,2,65.428,-29.3,頻繁
27.0,經理,未知,博士,市話,194.0,7,80.621,18.0,一次
30.0,未知,離婚,小學,市話,792.0,11,73.019,25.4,一次
20.0,無業,未知,博士,市話,950.0,5,79.794,-26.5,從未
21.0,退休,離婚,國中,手機,684.0,1,88.292,-13.9,從未
64.0,技術員,已婚,博士,手機,901.0,1,65.441,18.2,偶爾
41.0,企業家,已婚,國中,市話,851.0,2,68.808,11.0,頻繁
40.0,未知,單身,專科,市話,395.0,3,73.102,-43.4,頻繁
25.0,經理,已婚,大學,市話,641.0,12,92.022,16.5,一次
37.0,技術員,離婚,國中,手機,97.0,4,60.355,37.1,偶爾
45.0,藍領,未知,專科,市話,444.0,1,76.929,-27.6,一次
56.0,藍領,單身,博士,手機,393.0,10,79.254,6.1,一次
34.0,自僱人士,單身,博士,市話,273.0,2,85.715,33.9,從未
33.0,自僱人士,單身,大學,市話,890.0,2,86.929,15.5,偶爾
68.0,學生,已婚,國中,市話,873.0,4,88.663,-37.4,頻繁
50.0,服務業,單身,博士,手機,174.0,4,76.146,44.5,頻繁
40.0,藍領,已婚,博士,市話,62.0,11,60.115,19.4,偶爾
69.0,無業,單身,高中,市話,163.0,6,98.656,-8.9,從未
46.0,服務業,離婚,高中,手機,177.0,6,97.343,-40.0,一次
28.0,退休,離婚,高中,手機,827.0,2,86.273,20.7,一次
45.0,主管,離婚,專科,手機,113.0,6,63.655,21.6,一次
42.0,技術員,離婚,國中,手機,599.0,4,95.491,-12.4,從未
31.0,技術員,未知,博士,手機,825.0,6,83.608,21.9,一次
64.0,服務業,未知,高職,手機,825.0,2,89.045,12.0,一次
68.0,藍領,單身,小學,手機,916.0,5,69.015,-46.0,頻繁
32.0,經理,單身,國中,市話,104.0,8,81.179,-33.8,頻繁
61.0,家管,單身,高中,市話,550.0,7,82.391,40.0,偶爾
30.0,無業,單身,博士,市話,169.0,2,81.652,-28.9,偶爾
39.0,自僱人士,未知,專科,手機,831.0,5,98.027,17.0,一次
61.0,服務業,離婚,高職,手機,551.0,8,66.944,-17.9,偶爾
44.0,學生,未知,國中,手機,166.0,12,74.172,-23.3,從未
45.0,自僱人士,離婚,國中,市話,186.0,7,66.299,-27.0,一次
45.0,主管,已婚,小學,市話,514.0,2,92.473,45.8,從未
38.0,無業,單身,博士,市話,156.0,7,96.382,-48.5,從未
48.0,經理,離婚,博士,市話,379.0,6,88.358,-3.4,從未
52.0,退休,未知,國中,市話,301.0,10,83.506,9.9,一次
27.0,自僱人士,已婚,高職,市話,299.0,10,99.266,-34.8,從未
27.0,退休,離婚,博士,手機,30.0,8,68.973,-18.5,一次
66.0,服務業,未知,高職,市話,733.0,10,73.262,-40.5,從未
58.0,服務業,單身,小學,市話,802.0,8,84.374,17.4,偶爾
54.0,學生,離婚,高職,市話,897.0,1,80.798,-18.2,一次
55.0,主管,離婚,專科,市話,973.0,9,93.373,-41.6,偶爾
66.0,企業家,已婚,小學,市話,53.0,10,95.021,7.8,一次
24.0,服務業,已婚,高中,市話,175.0,11,79.102,-13.0,偶爾
49.0,服務業,未知,專科,手機,476.0,6,64.630,-47.2,一次
39.0,無業,單身,大學,手機,976.0,9,86.720,21.0,頻繁
61.0,企業家,單身,大學,手機,745.0,7,76.856,-37.6,頻繁
22.0,未知,離婚,高職,市話,520.0,6,94.724,34.5,偶爾
32.0,企業家,未知,大學,市話,709.0,6,91.510,-49.5,偶爾
48.0,技術員,未知,國中,手機,959.0,1,72.464,-31.0,一次
41.0,家管,已婚,高中,手機,681.0,3,60.485,42.7,偶爾
57.0,主管,已婚,大學,手機,903.0,9,61.926,-47.4,一次
67.0,技術員,已婚,國中,市話,487.0,3,66.617,-14.8,頻繁
44.0,學生,已婚,大學,手機,459.0,3,76.768,-32.7,從未
48.0,學生,已婚,國中,市話,606.0,11,63.033,35.7,一次
35.0,企業家,離婚,大學,市話,692.0,9,69.004,-34.8,從未
42.0,企業家,離婚,博士,手機,59.0,4,86.188,-43.0,從未
33.0,經理,已婚,大學,手機,806.0,2,82.322,12.4,頻繁
29.0,藍領,單身,博士,手機,198.0,4,95.702,-28.1,一次
35.0,未知,未知,高職,手機,815.0,5,70.390,44.7,偶爾
51.0,自僱人士,單身,高中,市話,619.0,6,60.159,-17.0,偶爾
37.0,學生,單身,專科,手機,233.0,11,88.443,22.2,頻繁
45.0,藍領,已婚,小學,手機,171.0,2,84.511,10.1,一次
23.0,主管,已婚,小學,市話,287.0,7,77.884,25.1,偶爾
27.0,經理,離婚,小學,市話,83.0,7,81.165,-14.8,頻繁
54.0,企業家,已婚,博士,市話,757.0,8,67.636,-8.6,頻繁
46.0,藍領,單身,專科,手機,494.0,7,88.807,-8.2,頻繁
29.0,退休,未知,高職,手機,849.0,11,94.602,-35.4,偶爾
56.0,無業,未知,小學,手機,32.0,2,81.235,32.8,頻繁
59.0,退休,已婚,小學,市話,401.0,8,61.317,36.0,一次
40.0,自僱人士,離婚,小學,市話,716.0,1,69.828,5.7,頻繁
36.0,經理,單身,專科,手機,315.0,5,94.860,-33.0,頻繁
41.0,無業,離婚,國中,手機,691.0,12,69.733,1.0,從未
47.0,藍領,未知,大學,手機,862.0,5,61.193,10.2,頻繁
48.0,主管,已婚,高中,市話,731.0,1,79.446,-9.1,從未
54.0,藍領,單身,高中,市話,715.0,12,87.576,-26.3,一次
67.0,自僱人士,未知,國中,手機,616.0,9,99.578,48.7,一次
31.0,學生,單身,小學,手機,307.0,8,77.839,42.1,偶爾
22.0,未知,未知,小學,手機,590.0,8,78.348,18.3,從未
39.0,退休,未知,專科,市話,131.0,4,86.478,-26.3,從未
41.0,企業家,單身,高職,手機,234.0,9,63.507,18.4,從未
63.0,家管,單身,小學,手機,21.0,6,64.286,-24.4,偶爾
35.0,企業家,已婚,大學,手機,225.0,12,93.232,10.0,偶爾
24.0,服務業,離婚,高職,手機,809.0,12,87.311,-37.3,一次
41.0,經理,單身,大學,手機,289.0,6,78.113,29.5,從未
41.0,經理,已婚,高中,市話,633.0,6,99.991,49.7,頻繁
61.0,自僱人士,單身,高職,手機,219.0,5,84.218,-2.7,一次
43.0,企業家,已婚,國中,市話,679.0,1,80.368,0.2,從未
35.0,主管,離婚,高職,手機,109.0,8,90.614,-26.0,偶爾
53.0,家管,單身,國中,手機,672.0,7,89.341,-29.1,偶爾
58.0,未知,未知,國中,市話,259.0,8,76.509,-28.2,頻繁
58.0,企業家,已婚,大學,手機,597.0,7,66.143,-23.0,頻繁
36.0,無業,離婚,博士,手機,409.0,3,81.805,17.8,偶爾
63.0,企業家,離婚,國中,手機,921.0,8,68.872,-44.6,頻繁
61.0,退休,離婚,國中,手機,76.0,10,94.462,-46.6,頻繁
23.0,經理,未知,專科,手機,660.0,7,72.504,7.4,一次
68.0,家管,已婚,國中,市話,883.0,5,78.347,-19.5,偶爾
54.0,主管,未知,高職,手機,694.0,5,88.691,27.1,一次
28.0,學生,離婚,專科,手機,281.0,2,61.556,-15.5,一次
43.0,技術員,已婚,國中,市話,128.0,9,93.758,0.8,從未
50.0,學生,單身,大學,手機,301.0,12,88.545,-3.5,頻繁
62.0,自僱人士,已婚,高中,手機,684.0,11,96.123,-40.1,偶爾
45.0,未知,未知,專科,手機,909.0,12,96.351,-36.6,偶爾
26.0,家管,單身,高職,市話,215.0,11,85.088,-45.4,偶爾
39.0,退休,已婚,大學,手機,292.0,3,77.964,-45.4,頻繁
44.0,藍領,單身,大學,市話,448.0,8,63.378,38.5,從未
61.0,服務業,未知,博士,手機,879.0,6,62.409,43.1,一次
58.0,企業家,未知,小學,市話,781.0,3,90.302,30.8,頻繁
66.0,未知,未知,國中,市話,153.0,6,84.758,-20.8,一次
24.0,經理,已婚,博士,手機,790.0,7,86.099,2.1,偶爾
20.0,服務業,已婚,高中,手機,111.0,3,99.203,-42.3,偶爾
30.0,學生,已婚,高職,市話,521.0,4,96.472,44.0,偶爾
40.0,企業家,未知,大學,手機,778.0,4,99.257,40.5,偶爾
53.0,主管,離婚,大學,市話,181.0,3,95.915,-1.8,從未
50.0,服務業,已婚,大學,手機,661.0,4,91.439,-16.6,頻繁
23.0,退休,未知,博士,市話,635.0,9,95.963,-4.4,偶爾
